Title,Title_link,css-17ubb9w,css-myxawk,css-16nhkrn,Thumbnail,css-15w69y9,css-bc0f0m
Biden’s Testing Strategy Sets Up a Clear Contrast With Trump on the Coronavirus,https://www.nytimes.com/2020/05/28/us/politics/biden-trump-coronavirus-testing.html?searchResultPosition=111,May 28,Politics,"While the president has left testing responsibilities to the states, his Democratic rival would harness the power of the federal government to drive testing down to the workplace.",https://static01.nyt.com/images/2020/05/27/us/politics/27dc-virus-testing1/merlin_172866744_92c79b43-ae15-4b90-a617-4c242c3bf4bf-thumbWide.jpg,By Sheryl Gay Stolberg,"PRINT EDITIONBiden Test Plan  Rejects Strategy  Of the President|May 29, 2020, Page A1"
Don’t Bar Ex-Offenders From Coronavirus Aid Funds,https://www.nytimes.com/2020/06/02/opinion/coronavirus-ppp-loan-felons.html?searchResultPosition=112,June 2,Opinion,The Trump administration unilaterally excluded those with criminal records from loan programs. The decision should be reversed.,https://static01.nyt.com/images/2020/06/02/opinion/02Vance/02Vance-thumbWide.jpg,By Cyrus R. Vance Jr.,
Donald Trump Is Lost in Space,https://www.nytimes.com/2020/06/02/opinion/donald-trump-is-lost-in-space.html?searchResultPosition=113,June 2,Opinion,The president is incapable of summoning the better angels of our nature. He doesn’t even seem to know what they are.,https://static01.nyt.com/images/2020/06/02/opinion/02convoWeb/02convoWeb-thumbWide.jpg,By Gail Collins and Bret Stephens,
Biden Calls Trump a ‘Fool’ for Not Wearing Mask in Coronavirus Crisis,https://www.nytimes.com/2020/05/26/us/politics/joe-biden-facemasks-trump-coronavirus.html?searchResultPosition=114,May 26,Politics,"Joseph Biden, in his first in-person interview since the virus curtailed his campaign, suggested the president was being “falsely masculine’’ by refusing to wear a mask.",https://static01.nyt.com/images/2020/05/26/us/politics/26biden/merlin_172826340_eb74e52b-7eab-4843-8515-d5a6d84d5e20-thumbWide.jpg,By Sydney Ember,"PRINT EDITIONBiden Calls Trump ‘Fool’ For Opting Out of Mask|May 27, 2020, Page A22"
,,,,,,,
"U.S. Limits Virus Aid for Masks, Gloves and Other Medical Gear Abroad",https://www.nytimes.com/2020/06/09/us/politics/coronavirus-international-aid-masks.html?searchResultPosition=115,June 9,Politics,But the U.S. Agency for International Development will allow relief workers to buy personal protective equipment that is produced in the places it would be used.,https://static01.nyt.com/images/2020/06/09/us/politics/09dc-virus-aid-sub/merlin_172345629_b78dc369-12c0-4dae-a50b-635c1230685b-thumbWide.jpg,By Lara Jakes,"PRINT EDITIONU.S. Agency Limits Funding  For Supplies Sent Abroad|June 10, 2020, Page A7"
Senate Confirms Inspector General to Oversee Virus Bailout Funds,https://www.nytimes.com/2020/06/02/us/politics/virus-bailout-inspector-general.html?searchResultPosition=116,June 2,Politics,"Brian D. Miller, the White House lawyer tapped to oversee the Treasury Department’s $500 billion fund, has said he would not be influenced by political pressure.",https://static01.nyt.com/images/2020/06/02/us/politics/02dc-virus-miller-sub/02dc-virus-miller-sub-thumbWide.jpg,By Alan Rappeport,"PRINT EDITIONJune 3, 2020"
The Medical Mask Becomes a Protest Symbol,https://www.nytimes.com/2020/06/02/arts/virus-mask-trump.html?searchResultPosition=117,June 2,Arts,Commentators on the right have tried to paint the mask as a cowardly affectation. A flood of masked demonstrators tells a different story.,https://static01.nyt.com/images/2020/06/03/arts/02VIRUS-MASK1/02VIRUS-MASK1-thumbWide.jpg,By Amanda Hess,"PRINT EDITIONBehind The Mask? Civic Action|June 3, 2020, Page C1"
Trump Thinks He’s 2020’s ‘Law and Order’ Candidate. He’s Not.,https://www.nytimes.com/2020/06/02/opinion/floyd-trump-nixon-coronavirus.html?searchResultPosition=118,June 2,Opinion,Trump’s plan to campaign as the second coming of Richard Nixon shows the limits of historical analogy. It’s not 1968.,https://static01.nyt.com/images/2020/06/02/opinion/02bouieWeb/02bouieWeb-thumbWide.jpg,By Jamelle Bouie,"PRINT EDITIONTrump Is No ‘Law-and-Order’ Nixon|June 3, 2020, Page A31"
It’s Trump vs. Twitter,https://www.nytimes.com/2020/05/29/business/dealbook/trump-twitter-social-media.html?searchResultPosition=119,May 29,DealBook,President Trump is taking aim at social networks over treatment of his tweets. Twitter responded by putting a warning on another of his posts.,https://static01.nyt.com/images/2020/05/29/business/29db-newsletter-trumptweet2/merlin_172932753_d7eef7b8-8889-4285-9baf-01c2289915aa-thumbWide.jpg,,"PRINT EDITIONMay 30, 2020"
ISIS Attacks Surge in Iraq Amid Debate on U.S. Troop Levels,https://www.nytimes.com/2020/06/10/world/middleeast/iraq-isis-strategic-dialogue-troops.html?searchResultPosition=120,June 10,Middle East,The growing pressure on the United States to reduce its military presence in Iraq comes as strikes by the Islamic State are on the rise.,https://static01.nyt.com/images/2020/06/09/world/09iraq4/09iraq4-thumbWide-v2.jpg,"By Alissa J. Rubin, Lara Jakes and Eric Schmitt","PRINT EDITIONISIS Attacks Surge In Iraq Amid Debate On U.S. Troop Levels|June 11, 2020, Page A11"
"Embattled at Home, Trump Finds Himself Isolated Abroad, Too",https://www.nytimes.com/2020/06/02/world/europe/trump-merkel-allies.html?searchResultPosition=121,June 2,Europe,"After years of snubs and American unilateralism, European allies have stopped looking to the president for leadership, and are turning their backs on him.",https://static01.nyt.com/images/2020/06/02/world/02trump-isolation/02trump-isolation-thumbWide-v2.jpg,By Steven Erlanger,"PRINT EDITIONFacing Strife at Home, Trump Finds No Refuge With European Leaders|June 3, 2020, Page A12"
Coronavirus to Shave Trillions From the Economy Over 10 Years,https://www.nytimes.com/2020/06/01/us/politics/coronavirus-economy.html?searchResultPosition=122,June 1,Politics,"The Congressional Budget Office projects a nearly $16 trillion hit to the gross domestic product over the next decade, $7.9 trillion after adjusting for inflation.",https://static01.nyt.com/images/2020/06/01/us/politics/01dc-virus-econ1/01dc-virus-econ1-thumbWide.jpg,By Emily Cochrane,"PRINT EDITIONPandemic to Carve $16 Trillion Out of American Economy Over 10 Years|June 2, 2020, Page A6"
"Rebuking China, Trump Curtails Ties to Hong Kong and Severs Them With W.H.O.",https://www.nytimes.com/2020/05/29/us/politics/trump-hong-kong-china-WHO.html?searchResultPosition=123,May 29,Politics,Critics say the actions would do little to blunt China’s influence and could ultimately hurt the U.S. and others.,https://static01.nyt.com/images/2020/05/29/us/politics/29dc-trump-china-sub2/merlin_172963713_432a1d64-8598-4457-aa62-f6df31633e4f-thumbWide.jpg,"By Michael Crowley, Edward Wong and Ana Swanson","PRINT EDITIONTrump to Strip Hong Kong Ties, Punishing China|May 30, 2020, Page A1"
"Gretchen Whitmer: The Coronavirus Is a Civil Rights Battle, Too",https://www.nytimes.com/2020/06/02/opinion/gretchen-whitmer-coronavirus-george-floyd.html?searchResultPosition=124,June 2,Opinion,George Floyd’s death and the pandemic both reveal American infections. Why is the federal government undermining my fight against them?,https://static01.nyt.com/images/2020/06/03/opinion/03Whitmer/03Whitmer-thumbWide.jpg,By Gretchen Whitmer,"PRINT EDITIONWe Need  A Vaccine For Racism|June 3, 2020, Page A31"
,,,,,,,
"Amid Pandemic and Upheaval, New Cyberthreats to the Presidential Election",https://www.nytimes.com/2020/06/07/us/politics/remote-voting-hacking-coronavirus.html?searchResultPosition=125,June 7,Politics,"Fear of the coronavirus is speeding up efforts to allow voting from home, but some of them pose security risks and may make it easier for Vladimir V. Putin, or others, to hack the vote.",https://static01.nyt.com/images/2020/06/08/multimedia/08cybervote1/08cybervote1-thumbWide-v2.jpg,"By David E. Sanger, Nicole Perlroth and Matthew Rosenberg","PRINT EDITIONStates Scramble As Hackers Eye Remote Voting  |June 8, 2020, Page A1"
"Blaming China for Pandemic, Trump Says U.S. Will Leave the W.H.O.",https://www.nytimes.com/2020/05/29/health/virus-who.html?searchResultPosition=126,May 29,Health,America’s decades-long relationship with the organization has been instrumental in improving health around the world.,https://static01.nyt.com/images/2020/05/29/science/29VIRUS-WHO1/29VIRUS-WHO1-thumbWide.jpg,By Donald G. McNeil Jr. and Andrew Jacobs,"PRINT EDITIONTrump Says U.S. Is Leaving W.H.O., but Experts Aren’t So Sure|May 30, 2020, Page A6"
U.S. and Chinese Scientists Trace Evolution of Coronaviruses in Bats,https://www.nytimes.com/2020/06/01/science/coronavirus-bats-wuhan.html?searchResultPosition=127,June 1,Science,Researchers whose canceled U.S. grant caused an outcry from other scientists urge preventive monitoring of viruses in southwestern China.,https://static01.nyt.com/images/2020/06/01/science/01VIRUS-BATS/01VIRUS-BATS-thumbWide-v2.jpg,By James Gorman,"PRINT EDITIONScientists Trace Evolution  Of Coronaviruses in Bats|June 2, 2020, Page A6"
Trump Will Have His Coronation,https://www.nytimes.com/2020/05/27/opinion/coronavirus-trump-north-carolina.html?searchResultPosition=128,May 27,Opinion,"If North Carolina won’t host the Republican Party’s convention, he’ll find a state that will.",https://static01.nyt.com/images/2020/05/27/opinion/27cottleWeb/27cottleWeb-thumbWide.jpg,By Michelle Cottle,"PRINT EDITIONMay 29, 2020, Page A26"
The C.D.C. Waited ‘Its Entire Existence for This Moment.’ What Went Wrong?,https://www.nytimes.com/2020/06/03/us/cdc-coronavirus.html?searchResultPosition=129,June 3,U.S.,"The technology was old, the data poor, the bureaucracy slow, the guidance confusing, the administration not in agreement. The coronavirus shook the world’s premier health agency, creating a loss of confidence and hampering the U.S. response to the crisis.",https://static01.nyt.com/images/2020/06/03/multimedia/00virus-cdc-3/00virus-cdc-3-thumbWide-v2.jpg,"By Eric Lipton, Abby Goodnough, Michael D. Shear, Megan Twohey, Apoorva Mandavilli, Sheri Fink and Mark Walker","PRINT EDITIONBuilt for This, C.D.C. Shows Flaws in Crisis|June 3, 2020, Page A1"
"As Virus Toll Preoccupies U.S., Rivals Test Limits of American Power",https://www.nytimes.com/2020/06/01/us/politics/coronavirus-global-competition-russia-china-iran-north-korea.html?searchResultPosition=130,June 1,Politics,"The coronavirus may have changed almost everything, but it didn’t change this: Global competition spins ahead — and in many ways has accelerated.",https://static01.nyt.com/images/2020/06/02/us/politics/31dc-virus-globalcompetition-pix1/31dc-virus-globalcompetition-pix1-thumbWide.jpg,"By David E. Sanger, Eric Schmitt and Edward Wong","PRINT EDITIONAs Toll Preoccupies U.S., Rivals Test the Limits of American Power|June 2, 2020, Page A5"
Where the Virus Is Growing Most: Countries With ‘Illiberal Populist’ Leaders,https://www.nytimes.com/2020/06/02/briefing/coronavirus-populist-leaders.html?searchResultPosition=131,June 2,Briefing,"Brazil, Russia, Britain and the U.S. have something in common.",https://static01.nyt.com/images/2020/06/21/world/31virus-leadership1/31virus-leadership1-thumbWide-v3.jpg,By David Leonhardt and Lauren Leatherby,"PRINT EDITIONNations Led by Populists See Fastest Virus Spread|June 5, 2020, Page A6"
Beyond Georgia: A Warning for November as States Scramble to Expand Vote-by-Mail,https://www.nytimes.com/2020/06/10/us/politics/voting-by-mail-georgia.html?searchResultPosition=132,June 10,Politics,Turnout has remained high as states have raced to allow voting by mail. But getting a full count on Election Day looks increasingly difficult.,https://static01.nyt.com/images/2020/06/10/us/10VOTEBYMAIL-atlanta/merlin_173386293_5fc8a963-2b03-43a5-996e-027114568a18-thumbWide.jpg,By Nick Corasaniti and Michael Wines,"PRINT EDITIONLost or Folded Ballots, Then the Tallying Slog: Hiccups in Mail Voting|June 11, 2020, Page A17"
Senate Gives Final Approval to Revisions to Small-Business Program,https://www.nytimes.com/2020/06/03/us/politics/coronavirus-senate-small-business-program.html?searchResultPosition=133,June 3,Politics,"The legislation now heads to the president’s desk, just days before some businesses will run out of time to spend the loan money.",https://static01.nyt.com/images/2020/06/03/us/politics/03dc-cong/merlin_171728655_a2646240-d2b5-47a9-86fb-0a14c66da1db-thumbWide.jpg,By Emily Cochrane,"PRINT EDITION Senate Passes Bill to Assist Firms Racing To Use Loans|June 4, 2020, Page A9"
China Steps Back in Airline Dispute With the Trump Administration,https://www.nytimes.com/2020/06/03/business/trump-china-flights-ban.html?searchResultPosition=134,June 3,Business,Beijing will allow limited flights by international carriers to resume after the White House threatened to block Chinese passenger jets from flying to the U.S.,https://static01.nyt.com/images/2020/06/03/business/03chinaflights2/03chinaflights2-thumbWide.jpg,"By Niraj Chokshi, Ana Swanson and Vivian Wang","PRINT EDITIONIn Retaliatory Move, U.S. Will Bar Flights, In or Out, by Chinese Passenger Airlines|June 4, 2020, Page A13"
,,,,,,,
"At Cape Canaveral, Trump’s Search for a Heroic Narrative Is Thwarted",https://www.nytimes.com/2020/05/27/us/politics/trump-spacex-launch.html?searchResultPosition=135,May 27,Politics,The president had hoped to watch the first launch of NASA astronauts into orbit from the United States in nearly a decade. Nothing would say the U.S. is back with more verve than a rocket’s red glare.,https://static01.nyt.com/images/2020/05/27/us/politics/27dc-trump/27dc-trump-thumbWide.jpg,By Peter Baker and Michael D. Shear,"PRINT EDITIONTrump’s Moment of Liftoff Fizzles in the Florida Rain|May 28, 2020, Page A21"
"As Protests Engulf the United States, China Revels in the Unrest",https://www.nytimes.com/2020/06/02/world/asia/china-george-floyd.html?searchResultPosition=136,June 2,Asia Pacific,Chinese officials and state media are seizing on the moment to tout Beijing’s authoritarian system and condemn American hypocrisy — a narrative that ignores many of their own issues.,https://static01.nyt.com/images/2020/06/02/world/02unrest-china-topsub/merlin_173048415_580ac3b6-371a-41bb-a977-b1b6a9c4ba84-thumbWide.jpg,By Javier C. Hernández,"PRINT EDITIONChina Revels as Unrest Spreads Across U.S.|June 3, 2020, Page A12"
Border Wall Land Grabs Accelerate as Owners Shelter From Pandemic,https://www.nytimes.com/2020/05/29/us/politics/border-wall-coronavirus.html?searchResultPosition=137,May 29,Politics,"With private property proving hard to acquire, the administration has stepped up efforts to secure land on the Mexican border for President Trump’s wall.",https://static01.nyt.com/images/2020/05/28/us/politics/28dc-wall1/merlin_164028420_0a517eaa-112d-41de-85ac-e39666870263-thumbWide.jpg,By Zolan Kanno-Youngs,"PRINT EDITIONWith Owners Trapped Indoors, U.S. Grabs Land to Build Wall|May 30, 2020, Page A1"
Falwell’s Blackface Tweet Brings Racial Dissent to Liberty University,https://www.nytimes.com/2020/06/08/us/politics/jerry-falwell-blackface.html?searchResultPosition=138,June 8,Politics,"A tweet by Liberty University’s president, Jerry Falwell Jr., has sparked an angry protest in the evangelical college’s community and a rare apology from Mr. Falwell.",https://static01.nyt.com/images/2020/06/08/us/politics/08dc-unrest-falwell1/merlin_170924823_8f978a2f-0d95-42bf-bb49-3720a4ec9aa4-thumbWide.jpg,By Elizabeth Williamson,"PRINT EDITIONFalwell’s Blackface Tweet Roils Liberty Campus, Prompting Calls to Resign|June 9, 2020, Page A18"
Mourning Alone,https://www.nytimes.com/2020/05/28/us/politics/coronavirus-100000-trump-biden.html?searchResultPosition=139,May 28,Politics,"As the coronavirus death toll crosses 100,000, Americans have been left without a consoler in chief.",https://static01.nyt.com/images/2020/05/28/us/28onpolitics-pm/28onpolitics-pm-thumbWide-v2.jpg,By Lisa Lerer,
"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll",https://www.nytimes.com/2020/05/24/us/politics/trump-coronavirus-death-toll.html?searchResultPosition=140,May 24,Politics,"Coronavirus deaths in the United States approached a staggering 100,000, a number the president once predicted would never be reached.",https://static01.nyt.com/images/2020/05/24/us/politics/24dc-virus-trumptoll1/merlin_172793832_7456bbe5-e356-4e68-a0e0-529efc30da97-thumbWide.jpg,By Peter Baker,"PRINT EDITIONTrump Stays Quiet on Toll As U.S. Nears a Milestone|May 25, 2020, Page A1"
"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll",https://www.nytimes.com/2020/05/24/us/politics/trump-coronavirus-death-toll.html?searchResultPosition=141,May 24,Politics,"Coronavirus deaths in the United States approached a staggering 100,000, a number the president once predicted would never be reached.",https://static01.nyt.com/images/2020/05/24/us/politics/24dc-virus-trumptoll1/merlin_172793832_7456bbe5-e356-4e68-a0e0-529efc30da97-thumbWide.jpg,By Peter Baker,"PRINT EDITIONTrump Stays Quiet on Toll As U.S. Nears a Milestone|May 25, 2020, Page A1"
"In Days of Discord, a President Fans the Flames",https://www.nytimes.com/2020/05/30/us/politics/trump-george-floyd-protests.html?searchResultPosition=142,May 30,Politics,"Mr. Trump has presented himself as someone who seeks conflict, not conciliation, a fighter, not a peacemaker. And he has lived up to his self-image at a perilous time.",https://static01.nyt.com/images/2020/05/31/us/politics/30dc-virus-assess/30dc-virus-assess-thumbWide.jpg,By Peter Baker,"PRINT EDITIONPresident Needles as America Burns|May 31, 2020, Page A1"
Black Americans Have a Message for Democrats: Not Being Trump Is Not Enough,https://www.nytimes.com/2020/05/31/us/politics/black-americans-democrats-trump.html?searchResultPosition=143,May 31,Politics,"Joe Biden wants to heal the soul of the country in this moment of protest and loss, and win the White House. Simply telling people to vote in November may not help with either goal.",https://static01.nyt.com/images/2020/05/31/us/politics/31blackvoters1/merlin_172997895_3d26a583-0eec-4fef-b55f-7b6ee5ab366a-thumbWide.jpg,By Astead W. Herndon,"PRINT EDITIONBlack Voters to Democrats: Normal Won’t Do|June 1, 2020, Page A1"
The Brutal Clarity of the Trump-McConnell Plan to Protect Businesses,https://www.nytimes.com/2020/05/25/opinion/trump-mcconnell-reopening.html?searchResultPosition=144,May 25,Opinion,The liability-protection ruse is an excuse to coerce Americans back to work by refusing desperately needed help.,https://static01.nyt.com/images/2020/05/25/opinion/25Wilkenson/25Wilkenson-thumbWide.jpg,By Will Wilkinson,"PRINT EDITIONThe Brutal Clarity of the Trump-McConnell Plan|May 26, 2020, Page A23"
,,,,,,,
They Predicted ‘The Crisis of 2020’ … in 1991. So How Does This End?,https://www.nytimes.com/2020/05/28/us/politics/coronavirus-republicans-trump.html?searchResultPosition=145,May 28,Politics,"Two scholars coined the term millennial and developed a fan base for their grim theories. Now, the surviving one sees a generational realignment happening in American politics that does not bode well for Republicans.",https://static01.nyt.com/images/2020/05/29/us/politics/00howe/00howe-thumbWide.jpg,By Jeremy W. Peters,"PRINT EDITION‘The Crisis of 2020,’ Predicted in 1991: What’s Next?|May 29, 2020, Page A18"
Crisis in the Liberal City,https://www.nytimes.com/2020/06/02/opinion/george-floyd-protests-city.html?searchResultPosition=146,June 2,Opinion,The George Floyd protests expose the fault lines in metropolitan America.,https://static01.nyt.com/images/2020/06/02/opinion/02douthatWeb/02douthatWeb-thumbWide.jpg,By Ross Douthat,
Fight Over G.O.P. Convention Escalates in North Carolina,https://www.nytimes.com/2020/05/28/us/politics/republican-convention-trump-north-carolina.html?searchResultPosition=147,May 28,Politics,President Trump has pushed state leaders to hold the kind of event he wants. Top Republicans and the state’s Democratic governor traded demands this week over safety measures.,https://static01.nyt.com/images/2020/05/28/us/politics/28gop-convention1/28gop-convention1-thumbWide.jpg,By Maggie Haberman and Annie Karni,"PRINT EDITIONG.O.P. Gives North Carolina Deadline for Convention Plan|May 29, 2020, Page A20"
Sparring and Schedules Offer Glimpse of Pandemic’s Partisan Lens,https://www.nytimes.com/2020/05/29/us/coronavirus-us-usa.html?searchResultPosition=148,May 29,U.S.,"The White House directly challenges the House’s new rules. President Trump plans to resume in-person fund-raising soon. New York City, Washington and Los Angeles plan to lift some restrictions.",https://static01.nyt.com/images/2020/05/29/us/politics/29virus-us-congress-testify/29virus-us-congress-testify-thumbWide.jpg,,
"In Audacious Move, Georgia and Florida Governors Offer to Host G.O.P. Convention",https://www.nytimes.com/2020/05/26/us/politics/republican-convention-trump.html?searchResultPosition=149,May 26,Politics,"The party is still contractually obligated to hold the event in North Carolina, but President Trump has threatened a change of location as the state’s Democratic governor urges caution because of the coronavirus.",https://static01.nyt.com/images/2020/05/26/us/politics/26gop-convention/26gop-convention-thumbWide.jpg,By Maggie Astor,"PRINT EDITIONAs North Carolina Hesitates, 2 States Offer to Host G.O.P.|May 27, 2020, Page A19"
"Remember, No One Is Coming to Save Us",https://www.nytimes.com/2020/05/30/opinion/sunday/trump-george-floyd-coronavirus.html?searchResultPosition=150,May 30,Sunday Review,"Eventually doctors will find a coronavirus vaccine, but black people will continue to wait for a cure for racism.",https://static01.nyt.com/images/2020/05/31/opinion/sunday/29Gay/29Gay-thumbWide.jpg,By Roxane Gay,"PRINT EDITIONRemember, No One’s Coming to Save Us|May 31, 2020, Page SR3"
Does a Crisis Spur Political Unity? Not This Pandemic,https://www.nytimes.com/2020/05/28/us/coronavirus-political-unity-crisis.html?searchResultPosition=151,May 28,U.S.,"Insults, accusations and shaming characterize the current political environment even as leaders must come together at some point.",https://static01.nyt.com/images/2020/05/28/us/politics/28dc-virus-hulse1/merlin_172885923_dc8d2455-9b93-4b8b-998d-07b18e26db52-thumbWide.jpg,By Carl Hulse,"PRINT EDITIONMeeting the Moment With Sniping and Spite|May 29, 2020, Page A19"
On the Economics of Not Dying,https://www.nytimes.com/2020/05/28/opinion/coronavirus-economy-death.html?searchResultPosition=152,May 28,Opinion,What good is increasing G.D.P. if it kills you?,https://static01.nyt.com/images/2020/05/28/opinion/28krugmanWeb/28krugmanWeb-thumbWide.jpg,By Paul Krugman,"PRINT EDITIONMay 29, 2020, Page A26"
Trump Says He Is ‘Considering’ Hosting G7 Summit at Camp David,https://www.nytimes.com/2020/05/20/us/politics/trump-g7-coronavirus.html?searchResultPosition=153,May 20,Politics,"In a tweet, the president said that gathering world leaders in person would be a sign of “normalization.” None immediately rejected the idea.",https://static01.nyt.com/images/2020/05/20/multimedia/20dc-virus-trump/merlin_172687362_b8f47c69-5c06-4767-9ce6-26b4ad4e914c-thumbWide.jpg,By Michael Crowley,"PRINT EDITIONTrump Wants G7 Leaders To Meet at Camp David|May 21, 2020, Page A10"
Trump Suggests Virus Death Count Is Inflated. Most Experts Doubt It,https://www.nytimes.com/2020/05/22/us/politics/coronavirus-trump-death-toll.html?searchResultPosition=154,May 22,Politics,"Senior White House and health officials have sought new ways to find the extent of infections and deaths, questioning whether official counts are inflating the toll of the virus.",https://static01.nyt.com/images/2020/05/21/us/politics/21dc-virus-data1/merlin_172397064_82b86ee5-0f50-4689-b4b6-89062b7387cb-thumbWide.jpg,"By Noah Weiland, Maggie Haberman and Abby Goodnough","PRINT EDITIONMost Health Experts Doubt Trump’s Suggestion That U.S. Death Count Is Inflated|May 23, 2020, Page A7"
,,,,,,,
"In Michigan Visit, Trump Forgoes Criticism and Talks About the Economy and the Flood",https://www.nytimes.com/2020/05/21/us/politics/trump-michigan-visit.html?searchResultPosition=155,May 21,Politics,"Touring a Ford plant, he donned a mask but then took it off because he “didn’t want to give the press the pleasure of seeing it.”",https://static01.nyt.com/images/2020/05/21/us/politics/21dc-Trump/merlin_172720545_e7efcabd-3bcc-44a1-ab9d-ee835aaf039d-thumbWide.jpg,By Annie Karni,"PRINT EDITIONTrump Curbs His Earlier Criticism During a Visit to Crucial Michigan|May 22, 2020, Page A7"
Prominent Scientists Denounce End to Coronavirus Grant,https://www.nytimes.com/2020/05/21/health/wuhan-coronavirus-laboratory.html?searchResultPosition=156,May 21,Health,A group of 77 Nobel laureates wants the U.S. government to review a grant cancellation for research in China directly related to preventing pandemics.,https://static01.nyt.com/images/2020/05/21/science/21VIRUS-LAUREATES1/21VIRUS-LAUREATES1-thumbWide.jpg,By James Gorman,"PRINT EDITIONMay 22, 2020"
Trump Is Playing the China Card. Who Believes Him?,https://www.nytimes.com/2020/05/19/opinion/trump-biden-china.html?searchResultPosition=157,May 19,Opinion,He attacks Joe Biden to deflect blame for his terrible handling of Covid-19 and record of appeasing Beijing.,https://static01.nyt.com/images/2020/05/19/opinion/19Rice/19Rice-thumbWide.jpg,By Susan E. Rice,"PRINT EDITIONTrump’s Desperate China Gambit|May 20, 2020, Page A27"
Scientists Question Validity of Major Hydroxychloroquine Study,https://www.nytimes.com/2020/05/29/health/coronavirus-hydroxychloroquine.html?searchResultPosition=158,May 29,Health,Experts demanded verification of data and methods used in a study of drugs to treat Covid-19. The study suggested the drugs might have increased deaths.,https://static01.nyt.com/images/2020/05/29/science/29virus-study/29virus-study-thumbWide.jpg,By Roni Caryn Rabin,"PRINT EDITIONMore Than 100 Scientists Question Validity of Major Hydroxychloroquine Study|May 30, 2020, Page A8"
"He Says Trumps Cost Him $2 Million, but Hotelier Now Cheers Federal Assist",https://www.nytimes.com/2020/05/22/us/hotel-coronavirus-trump.html?searchResultPosition=159,May 22,U.S.,Plans to launch a brand of Trump hotels in Mississippi fizzled when the president’s family business walked away. Now a former partner has received  coronavirus relief loans as he completes the project.,https://static01.nyt.com/images/2020/05/23/us/politics/23virus-trumphotelpartner/oovirus-trumphotelpartner-thumbWide.jpg,By Steve Eder and Ben Protess,"PRINT EDITIONAbandoned By Trumps,  He Gets Aid|May 23, 2020, Page B1"
How We Broke the World,https://www.nytimes.com/2020/05/30/opinion/sunday/coronavirus-globalization.html?searchResultPosition=160,May 30,Sunday Review,Greed and globalization set us up for disaster.,https://static01.nyt.com/images/2020/05/31/opinion/sunday/31friedman-top/31friedman-top-thumbWide.jpg,By Thomas L. Friedman,"PRINT EDITIONMay 31, 2020, Page SR4"
Trump’s Press Secretary Displays One of His Checks in a Little Too Much Detail,https://www.nytimes.com/2020/05/22/us/politics/coronavirus-trump-press-secretary-check.html?searchResultPosition=161,May 22,Politics,"The $100,000 check was made out to a government agency. This time his account and routing numbers were clearly visible.",https://static01.nyt.com/images/2020/05/22/us/politics/22dc-virus-check/22dc-virus-check-thumbWide-v2.jpg,By Annie Karni,"PRINT EDITIONCheck Shows Trump’s Account Data, Too|May 23, 2020, Page A10"
In Praise of Fallible Leaders,https://www.nytimes.com/2020/05/25/opinion/trump-biden-president.html?searchResultPosition=162,May 25,Opinion,We need a president who can admit it when he’s wrong.,https://static01.nyt.com/images/2020/05/26/opinion/26krugmanprint1/25krugmanWeb-thumbWide.jpg,By Paul Krugman,"PRINT EDITIONMay 26, 2020, Page A22"
Malaria Drug Taken by Trump Is Tied to Increased Risk of Heart Problems and Death in New Study,https://www.nytimes.com/2020/05/22/health/malaria-drug-trump-coronavirus.html?searchResultPosition=163,May 22,Health,"The drugs did not help coronavirus patients, and should not be used outside clinical trials, researchers said.",https://static01.nyt.com/images/2020/05/22/science/22VIRUS-HCQ/22VIRUS-HCQ-thumbWide.jpg,By Denise Grady,"PRINT EDITIONMalaria Drugs Raised Risks Of Heart Issues In New Study|May 23, 2020, Page A10"
Trump’s Inaccurate Claims on Hydroxychloroquine,https://www.nytimes.com/2020/05/21/us/politics/trump-fact-check-hydroxychloroquine-coronavirus-.html?searchResultPosition=164,May 21,Politics,"The president falsely described scientific research around the malaria drug, falsely denied the existence of a federal warning against it and argued, with no evidence, that large numbers of health care workers were taking it.",https://static01.nyt.com/images/2020/05/21/us/politics/21dc-virus-factcheck/21dc-virus-factcheck-thumbWide.jpg,By Linda Qiu,"PRINT EDITIONTrump’s Inaccurate Claims On Hydroxychloroquine|May 22, 2020, Page A9"
,,,,,,,
Crumbs for the Hungry but Windfalls for the Rich,https://www.nytimes.com/2020/05/23/opinion/sunday/coronavirus-economic-response.html?searchResultPosition=165,May 23,Sunday Review,Billions are going to zillionaires under the guise of pandemic relief.,https://static01.nyt.com/images/2020/05/24/opinion/24Kristof/24Kristof-thumbWide.jpg,By Nicholas Kristof,"PRINT EDITIONCrumbs for the Hungry, Windfalls for the Rich|May 24, 2020, Page SR9"
"For Spy Agencies, Briefing Trump Is a Test of Holding His Attention",https://www.nytimes.com/2020/05/21/us/politics/presidents-daily-brief-trump.html?searchResultPosition=166,May 21,Politics,President Trump’s intelligence briefings have gotten renewed attention since he blamed them for failing to sound the alarm early on about the coronavirus.,https://static01.nyt.com/images/2020/05/11/us/politics/11dc-intel1-copy/11dc-intel1-copy-thumbWide.jpg,By Julian E. Barnes and Adam Goldman,"PRINT EDITIONTrump, Diverting Virus Blame, Points Finger at a Messenger|May 22, 2020, Page A1"
